airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Delta Airlines,GDL,LAX,22,6,2021,37,unspecified,Back Home,Home,Public Transportation,False,0
Alaska,GDL,JFK,26,4,2013,54,unspecified,On vacation/Pleasure,Home,,True,384
Delta Airlines,LAX,PDX,8,8,2015,25,male,Business/Work,Hotel,Mobility as a service,False,0
Aeromexico,PDX,SJC,26,1,2013,85,male,Back Home,Home,Mobility as a service,False,0
American Airlines,SJC,JFK,2,8,2019,54,male,Business/Work,Short-term homestay,Own car,False,0
American Airlines,JFK,LAX,4,2,2013,53,unspecified,Back Home,Home,Airport cab,False,0
Aeromexico,GDL,SJC,8,2,2015,78,male,Back Home,Home,Car rental,False,0
Aeromexico,PDX,LAX,22,8,2014,44,undisclosed,Business/Work,Short-term homestay,Pickup,False,0
Volaris,SJC,JFK,19,5,2013,48,unspecified,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
American Airlines,GDL,JFK,25,6,2021,66,undisclosed,Business/Work,Friend/Family,,True,355
Volaris,LAX,JFK,15,2,2018,1,female,Business/Work,Friend/Family,,True,477
Volaris,SJC,PDX,30,1,2014,75,unspecified,Back Home,Home,Own car,False,0
Delta Airlines,PDX,LAX,16,2,2020,68,male,Back Home,Home,Car rental,False,0
Aeromexico,SJC,GDL,30,4,2020,32,undisclosed,On vacation/Pleasure,Friend/Family,,True,369
Delta Airlines,LAX,GDL,14,4,2021,46,female,Business/Work,Hotel,Public Transportation,False,0
Volaris,SJC,JFK,13,2,2016,88,male,On vacation/Pleasure,Friend/Family,,True,263
Aeromexico,JFK,GDL,13,3,2020,41,unspecified,On vacation/Pleasure,Home,,True,154
Delta Airlines,PDX,LAX,15,9,2014,52,female,On vacation/Pleasure,Home,Pickup,False,0
Alaska,PDX,GDL,9,11,2014,40,male,On vacation/Pleasure,Home,,True,437
Aeromexico,JFK,SJC,25,12,2014,89,male,Back Home,Home,Public Transportation,False,0
American Airlines,PDX,GDL,23,4,2016,72,male,Back Home,Home,Mobility as a service,False,0
Volaris,GDL,PDX,7,5,2021,84,unspecified,On vacation/Pleasure,Hotel,,True,700
Aeromexico,PDX,GDL,9,7,2015,8,unspecified,On vacation/Pleasure,Short-term homestay,,True,337
Aeromexico,JFK,PDX,19,12,2021,4,male,Business/Work,Friend/Family,Mobility as a service,False,0
Aeromexico,SJC,GDL,1,5,2020,25,male,Business/Work,Friend/Family,Public Transportation,False,0
Aeromexico,JFK,PDX,28,12,2021,15,male,Back Home,Home,Mobility as a service,False,0
American Airlines,SJC,GDL,27,5,2020,71,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,PDX,29,5,2014,17,male,On vacation/Pleasure,Friend/Family,Own car,False,0
Alaska,PDX,LAX,29,7,2022,39,undisclosed,Business/Work,Short-term homestay,Car rental,False,0
Delta Airlines,PDX,LAX,7,8,2014,11,male,Back Home,Home,Car rental,False,0
Aeromexico,JFK,SJC,24,3,2018,87,unspecified,On vacation/Pleasure,Friend/Family,,True,240
Volaris,GDL,SJC,4,5,2020,28,undisclosed,On vacation/Pleasure,Friend/Family,,True,502
Delta Airlines,GDL,LAX,14,6,2013,74,male,On vacation/Pleasure,Friend/Family,,True,568
Alaska,PDX,SJC,6,1,2019,1,male,On vacation/Pleasure,Home,,True,499
Aeromexico,PDX,GDL,9,11,2021,23,undisclosed,Business/Work,Short-term homestay,Public Transportation,False,0
Alaska,LAX,PDX,29,7,2019,28,unspecified,Back Home,Home,Airport cab,False,0
Delta Airlines,JFK,LAX,26,11,2017,70,undisclosed,Back Home,Home,Public Transportation,False,0
Volaris,PDX,JFK,22,8,2022,19,female,On vacation/Pleasure,Hotel,Car rental,False,0
Delta Airlines,LAX,JFK,22,7,2017,23,male,Business/Work,Home,Car rental,False,0
Aeromexico,GDL,PDX,3,9,2013,36,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,GDL,13,6,2020,45,undisclosed,Back Home,Home,Pickup,False,0
Alaska,JFK,SJC,16,4,2018,32,male,Business/Work,Hotel,Car rental,False,0
Alaska,PDX,GDL,4,12,2021,87,male,Back Home,Home,Airport cab,False,0
American Airlines,JFK,SJC,3,12,2015,73,male,On vacation/Pleasure,Friend/Family,Pickup,False,0
American Airlines,PDX,SJC,13,12,2013,2,unspecified,On vacation/Pleasure,Hotel,,True,109
Aeromexico,JFK,LAX,27,12,2018,15,undisclosed,On vacation/Pleasure,Home,Own car,False,0
Delta Airlines,JFK,SJC,30,3,2018,46,male,Business/Work,Home,,True,553
Alaska,LAX,PDX,22,1,2017,56,male,Business/Work,Short-term homestay,,True,636
Alaska,PDX,JFK,23,3,2019,74,unspecified,Back Home,Home,Own car,False,0
American Airlines,LAX,SJC,1,7,2020,44,undisclosed,On vacation/Pleasure,Hotel,,True,653
Alaska,PDX,LAX,30,7,2022,68,unspecified,Back Home,Home,Car rental,False,0
Delta Airlines,SJC,LAX,30,6,2016,16,female,On vacation/Pleasure,Home,Mobility as a service,False,0
American Airlines,PDX,GDL,17,8,2019,59,female,Business/Work,Home,Airport cab,False,0
Alaska,LAX,GDL,1,6,2020,5,unspecified,Business/Work,Home,Own car,False,0
Delta Airlines,LAX,PDX,7,9,2015,9,female,On vacation/Pleasure,Home,Airport cab,False,0
Volaris,GDL,SJC,21,11,2020,73,male,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,JFK,16,12,2014,2,female,Back Home,Home,Public Transportation,False,0
Alaska,GDL,JFK,25,2,2016,46,female,On vacation/Pleasure,Home,,True,424
Delta Airlines,SJC,LAX,5,10,2018,50,female,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Aeromexico,GDL,LAX,4,9,2017,28,female,Back Home,Home,Mobility as a service,False,0
Delta Airlines,JFK,LAX,9,3,2015,3,unspecified,Business/Work,Friend/Family,,True,154
Alaska,LAX,PDX,26,1,2016,4,undisclosed,On vacation/Pleasure,Friend/Family,,True,392
American Airlines,PDX,LAX,23,9,2013,77,undisclosed,On vacation/Pleasure,Home,,True,651
Delta Airlines,PDX,SJC,18,8,2016,9,undisclosed,On vacation/Pleasure,Home,Own car,False,0
Delta Airlines,SJC,LAX,27,6,2021,66,female,On vacation/Pleasure,Friend/Family,Car rental,False,0
Delta Airlines,JFK,LAX,16,8,2021,32,unspecified,On vacation/Pleasure,Home,,True,164
American Airlines,SJC,LAX,23,1,2018,35,male,Business/Work,Home,,True,662
American Airlines,GDL,PDX,15,8,2022,1,unspecified,On vacation/Pleasure,Hotel,Airport cab,False,0
Aeromexico,PDX,JFK,18,12,2018,28,female,On vacation/Pleasure,Friend/Family,,True,449
Alaska,SJC,JFK,24,5,2019,52,female,Back Home,Home,Pickup,False,0
Alaska,GDL,LAX,21,12,2018,50,male,On vacation/Pleasure,Short-term homestay,,True,568
Aeromexico,JFK,PDX,29,12,2018,49,female,Back Home,Home,Airport cab,False,0
Alaska,LAX,GDL,14,8,2013,66,undisclosed,On vacation/Pleasure,Short-term homestay,,True,439
Alaska,JFK,GDL,23,2,2013,47,female,On vacation/Pleasure,Short-term homestay,,True,476
Aeromexico,LAX,JFK,11,3,2021,84,male,On vacation/Pleasure,Friend/Family,,True,534
Volaris,LAX,JFK,4,10,2021,52,female,Business/Work,Short-term homestay,Mobility as a service,False,0
Volaris,JFK,GDL,26,2,2022,2,male,Back Home,Home,Pickup,False,0
American Airlines,GDL,JFK,30,10,2013,67,undisclosed,Business/Work,Home,Mobility as a service,False,0
American Airlines,JFK,SJC,3,12,2014,20,undisclosed,Business/Work,Hotel,Public Transportation,False,0
Delta Airlines,JFK,SJC,5,4,2019,87,male,Back Home,Home,Own car,False,0
American Airlines,GDL,JFK,26,12,2018,24,male,Back Home,Home,Public Transportation,False,0
Volaris,LAX,PDX,26,7,2014,62,unspecified,On vacation/Pleasure,Friend/Family,,True,441
Alaska,JFK,PDX,11,2,2014,50,unspecified,On vacation/Pleasure,Friend/Family,,True,607
Volaris,PDX,LAX,26,12,2013,23,female,Back Home,Home,Mobility as a service,False,0
Delta Airlines,GDL,JFK,14,7,2015,31,unspecified,Business/Work,Short-term homestay,Pickup,False,0
Alaska,GDL,PDX,7,10,2018,48,male,Back Home,Home,Pickup,False,0
Alaska,GDL,SJC,29,10,2019,21,undisclosed,Back Home,Home,Car rental,False,0
Aeromexico,GDL,LAX,9,8,2017,30,male,On vacation/Pleasure,Short-term homestay,Pickup,False,0
American Airlines,GDL,JFK,6,10,2021,78,male,Business/Work,Short-term homestay,,True,575
Delta Airlines,PDX,JFK,29,5,2019,73,male,On vacation/Pleasure,Home,,True,417
American Airlines,PDX,JFK,1,8,2018,61,unspecified,On vacation/Pleasure,Hotel,,True,515
Aeromexico,SJC,LAX,6,3,2023,83,male,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Alaska,LAX,SJC,11,1,2018,73,male,Business/Work,Hotel,Mobility as a service,False,0
American Airlines,PDX,JFK,21,10,2013,64,male,Back Home,Home,Mobility as a service,False,0
Alaska,SJC,LAX,23,5,2014,88,female,Back Home,Home,Own car,False,0
Delta Airlines,GDL,SJC,1,8,2018,13,male,Business/Work,Short-term homestay,Public Transportation,False,0
American Airlines,SJC,PDX,3,2,2020,66,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
American Airlines,PDX,SJC,20,6,2014,13,unspecified,Back Home,Home,Airport cab,False,0
American Airlines,GDL,PDX,30,3,2018,23,unspecified,Back Home,Home,Pickup,False,0
Volaris,GDL,JFK,27,3,2013,70,undisclosed,Business/Work,Friend/Family,,True,271
Volaris,JFK,SJC,18,1,2018,85,female,Back Home,Home,Airport cab,False,0
Delta Airlines,SJC,GDL,20,6,2022,86,female,On vacation/Pleasure,Hotel,Public Transportation,False,0
Delta Airlines,LAX,SJC,18,6,2021,26,female,On vacation/Pleasure,Hotel,Airport cab,False,0
American Airlines,LAX,PDX,2,8,2015,49,female,On vacation/Pleasure,Short-term homestay,,True,672
Alaska,LAX,GDL,6,12,2022,36,female,On vacation/Pleasure,Short-term homestay,,True,266
Alaska,PDX,JFK,4,2,2017,55,undisclosed,Business/Work,Hotel,Car rental,False,0
Aeromexico,GDL,SJC,4,2,2014,73,female,Back Home,Home,Own car,False,0
American Airlines,LAX,JFK,24,3,2018,8,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,SJC,PDX,26,1,2018,10,unspecified,Back Home,Home,Car rental,False,0
Aeromexico,SJC,GDL,21,8,2016,9,male,Back Home,Home,Own car,False,0
Volaris,JFK,GDL,12,11,2016,80,female,Business/Work,Short-term homestay,Car rental,False,0
Volaris,LAX,PDX,7,8,2016,40,male,Back Home,Home,Car rental,False,0
Aeromexico,PDX,GDL,26,12,2020,42,male,Back Home,Home,Mobility as a service,False,0
Aeromexico,JFK,PDX,1,9,2022,1,female,Business/Work,Home,Airport cab,False,0
Delta Airlines,GDL,JFK,20,7,2018,20,female,Back Home,Home,Public Transportation,False,0
Volaris,SJC,PDX,1,6,2018,29,female,On vacation/Pleasure,Home,Public Transportation,False,0
Volaris,JFK,LAX,11,6,2022,4,male,On vacation/Pleasure,Home,Own car,False,0
Volaris,LAX,SJC,25,3,2022,73,female,Back Home,Home,Public Transportation,False,0
Aeromexico,PDX,SJC,7,9,2022,2,female,On vacation/Pleasure,Friend/Family,,True,693
Delta Airlines,LAX,JFK,22,7,2013,13,male,Business/Work,Hotel,,True,439
Volaris,JFK,LAX,26,2,2020,9,female,Business/Work,Home,Mobility as a service,False,0
Volaris,GDL,PDX,16,3,2022,31,undisclosed,Business/Work,Friend/Family,,True,117
American Airlines,SJC,JFK,24,4,2019,57,male,Business/Work,Friend/Family,Mobility as a service,False,0
Delta Airlines,PDX,GDL,1,3,2019,7,male,Back Home,Home,Mobility as a service,False,0
Alaska,SJC,PDX,28,11,2019,49,female,On vacation/Pleasure,Friend/Family,,True,405
Volaris,JFK,LAX,19,9,2020,29,undisclosed,Business/Work,Short-term homestay,Pickup,False,0
Aeromexico,GDL,LAX,11,11,2022,84,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
American Airlines,JFK,LAX,2,8,2014,25,unspecified,Business/Work,Home,Pickup,False,0
American Airlines,LAX,PDX,30,9,2021,13,male,On vacation/Pleasure,Short-term homestay,,True,200
Alaska,GDL,SJC,6,3,2016,55,unspecified,Back Home,Home,Airport cab,False,0
Delta Airlines,SJC,PDX,17,1,2022,2,unspecified,Business/Work,Short-term homestay,,True,344
Delta Airlines,SJC,LAX,25,6,2019,20,female,On vacation/Pleasure,Home,,True,280
American Airlines,PDX,SJC,11,4,2017,62,male,Business/Work,Home,,True,452
American Airlines,JFK,GDL,15,12,2014,64,male,Back Home,Home,Mobility as a service,False,0
Aeromexico,PDX,LAX,2,3,2015,51,unspecified,Back Home,Home,Pickup,False,0
Delta Airlines,PDX,JFK,24,9,2020,82,unspecified,On vacation/Pleasure,Friend/Family,,True,473
Volaris,PDX,SJC,20,6,2013,75,unspecified,On vacation/Pleasure,Friend/Family,,True,213
American Airlines,JFK,LAX,23,7,2015,2,male,Back Home,Home,Own car,False,0
Alaska,GDL,PDX,29,3,2020,11,male,On vacation/Pleasure,Friend/Family,Own car,False,0
Aeromexico,PDX,SJC,21,11,2013,53,unspecified,Business/Work,Home,,True,194
Volaris,GDL,PDX,26,9,2022,8,unspecified,Back Home,Home,Pickup,False,0
Alaska,GDL,JFK,22,4,2020,4,female,Back Home,Home,Public Transportation,False,0
Delta Airlines,PDX,SJC,16,10,2019,23,male,Business/Work,Hotel,,True,311
Alaska,JFK,SJC,23,1,2021,69,female,Back Home,Home,Mobility as a service,False,0
Alaska,GDL,LAX,6,9,2022,50,male,On vacation/Pleasure,Friend/Family,,True,542
Volaris,GDL,SJC,20,3,2020,89,unspecified,On vacation/Pleasure,Short-term homestay,,True,109
Volaris,SJC,JFK,16,6,2015,55,male,Business/Work,Short-term homestay,,True,202
Volaris,JFK,PDX,6,9,2013,61,unspecified,Back Home,Home,Public Transportation,False,0
Volaris,PDX,GDL,17,9,2015,81,unspecified,Back Home,Home,Pickup,False,0
Alaska,GDL,JFK,4,3,2013,11,male,Business/Work,Friend/Family,,True,166
American Airlines,LAX,GDL,26,10,2022,27,undisclosed,Back Home,Home,Own car,False,0
Delta Airlines,SJC,LAX,20,7,2017,31,undisclosed,Back Home,Home,Public Transportation,False,0
Delta Airlines,JFK,SJC,10,9,2017,78,male,Back Home,Home,Mobility as a service,False,0
American Airlines,GDL,PDX,4,5,2014,40,male,Back Home,Home,Own car,False,0
Alaska,LAX,GDL,16,1,2014,49,male,On vacation/Pleasure,Hotel,,True,352
Volaris,LAX,JFK,16,11,2022,35,unspecified,Business/Work,Home,,True,334
Alaska,SJC,JFK,20,6,2013,4,unspecified,Back Home,Home,Public Transportation,False,0
Volaris,GDL,PDX,16,1,2014,69,undisclosed,On vacation/Pleasure,Hotel,Airport cab,False,0
Volaris,PDX,GDL,5,11,2017,23,unspecified,On vacation/Pleasure,Home,Mobility as a service,False,0
American Airlines,GDL,SJC,25,6,2016,64,male,Business/Work,Hotel,,True,378
Volaris,JFK,SJC,7,4,2018,82,unspecified,Back Home,Home,Mobility as a service,False,0
Aeromexico,SJC,GDL,14,6,2017,43,male,Back Home,Home,Mobility as a service,False,0
Alaska,GDL,PDX,18,4,2013,53,male,Back Home,Home,Own car,False,0
Alaska,JFK,LAX,24,7,2020,45,undisclosed,Business/Work,Hotel,Pickup,False,0
Delta Airlines,JFK,GDL,3,4,2017,46,unspecified,Business/Work,Home,,True,124
Aeromexico,JFK,PDX,30,7,2018,90,male,Back Home,Home,Own car,False,0
American Airlines,GDL,SJC,8,1,2022,90,undisclosed,Business/Work,Friend/Family,,True,338
Volaris,JFK,LAX,7,4,2014,4,undisclosed,Back Home,Home,Mobility as a service,False,0
American Airlines,SJC,PDX,6,2,2018,43,male,On vacation/Pleasure,Home,Car rental,False,0
Volaris,LAX,JFK,9,1,2020,15,undisclosed,Business/Work,Friend/Family,,True,151
Volaris,SJC,PDX,28,4,2022,84,undisclosed,Business/Work,Hotel,,True,45
American Airlines,LAX,SJC,26,8,2017,34,unspecified,Business/Work,Hotel,Own car,False,0
Volaris,PDX,GDL,27,10,2022,34,undisclosed,Business/Work,Hotel,Mobility as a service,False,0
Delta Airlines,PDX,JFK,9,12,2021,56,unspecified,Back Home,Home,Own car,False,0
American Airlines,PDX,SJC,25,8,2019,29,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Volaris,JFK,PDX,29,12,2013,15,unspecified,Business/Work,Home,,True,115
Alaska,LAX,SJC,30,12,2022,2,female,Business/Work,Short-term homestay,Public Transportation,False,0
Volaris,SJC,JFK,6,12,2016,36,female,On vacation/Pleasure,Friend/Family,,True,146
Alaska,SJC,PDX,26,2,2023,1,undisclosed,Business/Work,Home,,True,517
Alaska,JFK,PDX,18,11,2014,29,female,On vacation/Pleasure,Hotel,Pickup,False,0
Volaris,GDL,SJC,19,9,2021,8,unspecified,Business/Work,Short-term homestay,Public Transportation,False,0
American Airlines,LAX,SJC,7,2,2018,85,undisclosed,Business/Work,Home,,True,712
Delta Airlines,GDL,JFK,29,11,2020,59,unspecified,Back Home,Home,Public Transportation,False,0
Aeromexico,JFK,SJC,19,9,2016,41,undisclosed,On vacation/Pleasure,Home,Public Transportation,False,0
Delta Airlines,PDX,LAX,19,3,2017,22,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,PDX,GDL,27,6,2014,15,female,Back Home,Home,Pickup,False,0
American Airlines,JFK,SJC,30,4,2019,58,undisclosed,Business/Work,Short-term homestay,,True,287
Aeromexico,JFK,GDL,4,5,2014,61,undisclosed,Back Home,Home,Airport cab,False,0
Volaris,PDX,JFK,21,9,2020,52,female,Back Home,Home,Own car,False,0
Alaska,LAX,PDX,24,5,2021,21,female,Back Home,Home,Airport cab,False,0
Aeromexico,SJC,LAX,8,3,2023,1,unspecified,Business/Work,Short-term homestay,Airport cab,False,0
Delta Airlines,GDL,PDX,14,1,2017,22,unspecified,Business/Work,Home,,True,422
Aeromexico,PDX,GDL,12,12,2015,62,unspecified,Business/Work,Hotel,Own car,False,0
American Airlines,SJC,GDL,30,8,2013,44,undisclosed,Back Home,Home,Own car,False,0
Delta Airlines,PDX,SJC,14,2,2015,86,unspecified,Business/Work,Hotel,,True,127
Volaris,PDX,SJC,29,7,2021,6,male,Back Home,Home,Car rental,False,0
Alaska,PDX,JFK,7,11,2022,39,undisclosed,Back Home,Home,Mobility as a service,False,0
Volaris,GDL,SJC,15,10,2020,7,female,Back Home,Home,Pickup,False,0
Delta Airlines,PDX,GDL,9,11,2019,40,unspecified,Back Home,Home,Mobility as a service,False,0
American Airlines,SJC,PDX,24,5,2016,31,female,Back Home,Home,Airport cab,False,0
Aeromexico,PDX,GDL,5,12,2019,36,female,Business/Work,Friend/Family,Airport cab,False,0
American Airlines,SJC,PDX,5,6,2022,48,unspecified,Business/Work,Friend/Family,Pickup,False,0
Delta Airlines,JFK,GDL,13,9,2017,50,undisclosed,Business/Work,Hotel,,True,660
Alaska,SJC,JFK,14,5,2013,37,undisclosed,On vacation/Pleasure,Short-term homestay,,True,248
American Airlines,LAX,PDX,29,10,2020,49,male,Back Home,Home,Airport cab,False,0
Volaris,LAX,JFK,9,11,2019,12,female,Business/Work,Hotel,,True,320
American Airlines,GDL,SJC,16,4,2023,38,undisclosed,Business/Work,Friend/Family,Airport cab,False,0
Delta Airlines,LAX,SJC,25,6,2016,80,female,Back Home,Home,Airport cab,False,0
American Airlines,PDX,LAX,15,10,2014,53,unspecified,Back Home,Home,Mobility as a service,False,0
Delta Airlines,GDL,SJC,19,3,2013,29,female,On vacation/Pleasure,Hotel,Car rental,False,0
Aeromexico,LAX,GDL,4,10,2018,7,undisclosed,Back Home,Home,Airport cab,False,0
Alaska,GDL,SJC,31,5,2015,9,unspecified,On vacation/Pleasure,Home,,True,377
Aeromexico,PDX,GDL,8,7,2017,64,undisclosed,On vacation/Pleasure,Short-term homestay,,True,564
Alaska,GDL,LAX,31,1,2023,32,undisclosed,Back Home,Home,Car rental,False,0
Alaska,SJC,JFK,21,4,2015,30,male,Back Home,Home,Car rental,False,0
American Airlines,GDL,JFK,4,12,2014,68,female,Back Home,Home,Mobility as a service,False,0
Volaris,SJC,PDX,28,3,2013,66,unspecified,Back Home,Home,Own car,False,0
Delta Airlines,GDL,LAX,8,7,2017,56,female,Back Home,Home,Car rental,False,0
American Airlines,SJC,PDX,19,1,2020,85,female,Back Home,Home,Pickup,False,0
Alaska,GDL,PDX,25,11,2021,85,male,Business/Work,Home,Own car,False,0
Aeromexico,GDL,JFK,15,10,2014,73,undisclosed,Back Home,Home,Mobility as a service,False,0
Delta Airlines,LAX,GDL,28,10,2014,61,female,Business/Work,Friend/Family,Public Transportation,False,0
Aeromexico,LAX,JFK,16,6,2018,12,unspecified,On vacation/Pleasure,Hotel,,True,626
Delta Airlines,SJC,PDX,8,3,2023,7,male,On vacation/Pleasure,Home,,True,622
Delta Airlines,JFK,LAX,11,8,2017,22,female,Back Home,Home,Public Transportation,False,0
Aeromexico,GDL,JFK,19,12,2013,3,unspecified,Back Home,Home,Own car,False,0
Volaris,JFK,SJC,12,8,2020,57,female,Business/Work,Short-term homestay,Car rental,False,0
Aeromexico,SJC,PDX,27,5,2018,47,female,Business/Work,Hotel,Public Transportation,False,0
Alaska,GDL,JFK,13,8,2019,65,unspecified,On vacation/Pleasure,Friend/Family,Car rental,False,0
Aeromexico,LAX,PDX,18,7,2019,2,male,Back Home,Home,Car rental,False,0
Delta Airlines,JFK,SJC,9,1,2016,68,undisclosed,Back Home,Home,Car rental,False,0
Alaska,PDX,GDL,17,1,2015,67,male,On vacation/Pleasure,Friend/Family,Car rental,False,0
American Airlines,GDL,JFK,17,7,2022,84,female,Back Home,Home,Mobility as a service,False,0
Alaska,PDX,SJC,6,6,2019,32,undisclosed,On vacation/Pleasure,Friend/Family,,True,329
American Airlines,GDL,PDX,9,1,2014,5,undisclosed,Business/Work,Hotel,Public Transportation,False,0
Alaska,JFK,SJC,20,5,2013,20,unspecified,On vacation/Pleasure,Short-term homestay,,True,259
American Airlines,SJC,GDL,4,11,2017,6,female,On vacation/Pleasure,Hotel,Pickup,False,0
